SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500620,GREAT EASTE ,A ,Q,404.00,404.00,394.15,396.75,395.80,402.25,313,7338,2919386.00,
500645,DEEPAK FERT.,A ,Q,394.00,411.00,376.10,382.10,382.10,398.30,1091,49510,19608668.00,
500650,EXCEL INDUST,B ,Q,709.95,720.00,689.30,703.55,703.55,708.40,206,2217,1556368.00,
500655,GARWARE POLY,XT,Q,183.00,190.00,183.00,189.00,189.90,183.80,34,2866,537038.00,
500660,GLAXOSMITH  ,A ,Q,2439.25,2458.00,2435.00,2449.25,2452.85,2454.15,169,947,2315418.00,
500670,GUJ.NARMADA ,A ,Q,481.00,494.90,464.00,467.95,467.95,480.80,7244,414515,199613533.00,
500672,NOVARTIS    ,B ,Q,639.00,647.05,636.00,637.70,637.70,639.55,208,4659,2978437.00,
500674,SANOFI      ,A ,Q,4836.90,5024.00,4836.90,4962.45,4932.00,4950.50,119,363,1804537.00,
500676,GLAXOSMITHKL,A ,Q,6691.00,6782.00,6621.80,6685.05,6699.00,6678.95,339,784,5254451.00,
500680,PFIZER LTD. ,A ,Q,2320.00,2365.00,2215.00,2314.40,2291.00,2316.65,927,4003,9214362.00,
500690,GUJ.ST.FERT ,A ,Q,146.45,150.25,137.00,140.35,140.35,144.70,5250,723788,104612342.00,
500696,HIND UNI LT ,A ,Q,1376.00,1383.15,1352.05,1371.35,1371.35,1369.65,2899,138645,189706529.00,
500710,AKZOINDIA   ,B ,Q,1840.00,1848.00,1815.00,1830.15,1830.00,1842.75,83,498,911512.00,
500730,NOCIL LTD   ,B ,Q,206.70,210.70,197.00,202.75,202.75,209.30,7866,796176,163754777.00,
500770,TATA CHEM.  ,A ,Q,718.45,725.10,705.50,718.35,719.75,718.45,1314,61963,44527157.00,
500777,T.P.L.      ,B ,Q,59.20,61.60,57.00,59.95,59.95,58.75,247,22420,1320981.00,
500780,ZUARIGLOB   ,B ,Q,203.65,206.35,195.70,198.30,198.30,200.45,626,34428,6948834.00,
500790,NESTLE (I)  ,A ,Q,7500.00,7513.10,7282.40,7305.90,7397.80,7464.80,657,3358,24654055.00,
500800,TATAGLOBAL  ,A ,Q,288.05,293.85,278.60,287.80,287.80,290.60,3836,545885,156758518.00,
500820,ASIAN PAINTS,A ,Q,1149.50,1155.10,1133.30,1152.45,1152.45,1131.05,1553,240881,274843460.00,
500825,BRITANIA IND,A ,Q,4700.00,4753.90,4655.25,4741.35,4720.00,4672.50,632,4036,19072199.00,
500830,COLGATE PALM,A ,Q,1125.00,1134.95,1110.00,1125.95,1125.95,1120.45,752,241068,269335594.00,
500840,EIH LTD.    ,B ,Q,190.95,197.45,185.30,189.80,190.00,191.60,205,9680,1853212.00,
500850,INDIAN HOTEL,A ,Q,139.90,144.25,136.05,137.55,137.55,137.75,1587,154994,21700133.00,
500870,CASTROL     ,A ,Q,184.00,187.05,181.00,183.80,183.80,185.85,2688,419925,77154581.00,
500875,ITC LTD.    ,A ,Q,272.00,290.15,267.65,275.35,275.35,271.25,22776,7487545,2086731524.00,
500877,APOLLO TYRES,A ,Q,254.50,268.25,248.90,262.25,262.25,254.75,2569,249959,65489974.00,
500878,CEAT LIMITED,A ,Q,1820.05,1901.95,1758.00,1884.35,1884.35,1818.10,3574,69879,129635501.00,
500890,MODI RUBBER ,T ,Q,103.05,108.90,103.05,103.10,103.10,108.00,8,741,77002.00,
500940,FINOLEX IND.,A ,Q,658.00,664.35,641.90,646.90,646.90,645.25,466,10401,6760636.00,
500945,VALUE IND L ,Z ,Q,7.06,7.06,7.06,7.06,7.06,7.35,1,300,2118.00,
501148,DALAL ST INV,XT,Q,122.05,124.45,122.05,123.80,124.40,122.05,4,60,7392.00,
501150,CENTRUM CAP ,B ,Q,70.60,75.15,69.00,72.65,72.65,70.55,1683,743817,54245104.00,
501179,OSCAR INV.  ,X ,Q,199.50,213.75,195.60,196.20,196.20,201.05,20,697,137292.00,
501242,TCI FINANCE ,B ,Q,32.25,33.40,30.90,31.35,31.35,32.55,429,56366,1816557.00,
501295,INDUS.INV.TR,T ,Q,108.00,110.50,108.00,110.50,110.50,113.00,2,125,13750.00,
501298,INDUS.&PRUD.,X ,Q,1382.10,1382.10,1382.00,1382.00,1382.00,1381.60,3,25,34551.00,
501301,TATA INVEST.,B ,Q,865.00,865.00,831.00,833.65,833.65,848.20,647,11482,9645628.00,
501343,MOTOR&GEN.FI,B ,Q,40.25,40.25,36.95,37.00,37.00,38.80,7,3136,118684.00,
501370,WALCHAND PF ,X ,Q,145.00,152.00,143.00,143.00,143.00,148.10,48,2457,361853.00,
501391,W.H.BRADY   ,XT,Q,202.95,214.95,195.00,212.90,212.90,204.95,8,179,36357.00,
501421,SOLIX TECHNO,XT,Q,167.65,167.65,167.65,167.65,167.65,176.45,5,275,46103.00,
501423,SHA ENG PLA ,X ,Q,1065.00,1140.00,1065.00,1083.10,1083.00,1099.90,81,11130,12262376.00,
501425,BOM.BURMAH  ,A ,Q,1398.60,1448.00,1364.25,1423.05,1423.05,1398.60,886,16957,24098223.00,
501430,BOM.CYCLE   ,XT,Q,2750.00,2750.00,2740.00,2740.00,2740.00,2745.50,2,4,10990.00,
501455,GREAVES COTT,A ,Q,140.70,141.45,135.20,138.75,138.75,138.70,1411,151820,21059589.00,
501700,INDIA NIVEH ,X ,Q,39.50,39.50,39.25,39.25,39.25,39.85,39,6378,250915.00,
501833,CHOWGULE ST ,XT,Q,14.80,14.80,14.19,14.36,14.36,14.80,8,1620,23894.00,
501848,GLOBAL OFFS ,T ,Q,35.50,35.50,34.15,34.95,35.35,34.80,14,977,34179.00,
501945,DHENUBUILD  ,X ,Q,2.87,2.87,2.87,2.87,2.87,2.82,1,2000,5740.00,
502015,ASSOC.STONE ,X ,Q,40.00,40.00,38.00,39.15,39.00,39.60,177,26028,1012537.00,
502090,SAGAR CEM.  ,B ,Q,1000.00,1010.20,991.10,1004.60,1005.05,992.30,102,1845,1846390.00,
502137,DECAN CEMENT,B ,Q,573.60,588.95,573.00,575.70,580.00,574.20,82,491,285299.00,
502157,MANGALAM CEM,B ,Q,411.15,417.00,395.00,396.05,396.05,415.85,247,8572,3465408.00,
502165,OCL INDIA L ,B ,Q,1370.00,1436.65,1369.55,1380.95,1382.00,1359.00,150,1531,2117533.00,
502168,N C L IND.  ,B ,Q,276.50,278.90,269.00,270.95,270.95,274.85,365,17540,4823778.00,
502175,SAURAS.CEM. ,X ,Q,91.60,93.00,90.00,92.10,92.10,91.50,593,87003,7992505.00,
502180,SRI DIGV CEM,X ,Q,27.30,27.50,26.00,26.30,26.30,26.75,278,106179,2834369.00,
502219,BOROSIL GLAS,B ,Q,996.00,1025.00,985.00,991.05,989.00,980.45,839,24324,24313811.00,
502281,TRIVENI GLAS,XT,Q,20.15,21.25,20.15,20.50,20.75,21.20,64,25500,528475.00,
502294,NILACHAL REF,T ,Q,34.75,34.75,34.75,34.75,34.75,33.10,1,50,1737.00,
502330,IPAPPM      ,B ,Q,350.00,358.80,319.00,325.40,325.40,348.80,948,25698,8497152.00,
502355,BALKRISH IND,A ,Q,1143.40,1154.00,1103.45,1134.50,1139.00,1140.00,1733,42924,48645349.00,
502407,NATH PULP   ,X ,Q,46.25,46.25,46.25,46.25,46.25,44.05,6,2509,116041.00,
502420,ORIENT PAPER,B ,Q,47.10,48.75,46.60,47.95,47.95,47.10,647,113161,5411242.00,
502445,CITADEL     ,X ,Q,83.25,89.30,83.00,88.05,89.20,85.15,37,3039,259370.00,
502448,ROLLATAINER ,T ,Q,6.00,6.24,5.91,6.00,6.00,5.95,34,12451,75476.00,
502450,SESHA.PAPER ,B ,Q,1002.80,1016.80,951.00,996.20,996.20,1001.55,208,2828,2779350.00,
502587,RAMA PULP   ,XT,Q,51.90,54.70,50.95,52.50,52.50,52.25,86,79585,4147161.00,
502589,VAPI PAPER  ,XT,Q,43.35,43.35,39.25,39.25,39.25,41.30,3,111,4766.00,
502742,SINTEX IND. ,A ,Q,23.25,23.80,23.10,23.15,23.20,23.25,915,550878,12905125.00,
502761,BLUE BLEND  ,B ,Q,34.40,34.40,31.45,31.45,31.45,32.85,7,303,9662.00,
502820,DCM LTD.    ,B ,Q,102.95,106.00,101.00,103.65,103.10,102.30,309,23560,2416030.00,
502865,FORBES & CO ,B ,Q,3836.00,3939.00,3650.00,3715.75,3715.75,3874.65,602,4417,16816491.00,
502873,H.P.COTTON  ,X ,Q,43.45,43.45,37.15,40.10,40.10,39.60,18,972,39192.00,
502937,KESORAM IND ,B ,Q,138.90,144.90,132.10,140.40,140.40,138.30,1713,176145,24567360.00,
502958,LAKSHMI MILL,X ,Q,3800.00,3800.00,3550.00,3635.95,3625.00,3690.35,33,190,703995.00,
502986,VARDH TEXT  ,B ,Q,1306.20,1326.00,1283.20,1304.00,1298.00,1295.70,288,3643,4771563.00,
503015,MODERN INDIA,X ,Q,49.00,49.00,47.00,47.00,47.00,49.10,3,345,16515.00,
503031,PENLAND LTD ,B ,Q,33.55,34.45,31.50,33.75,33.35,33.10,935,209824,7016200.00,
503100,PHOENIX MILL,B ,Q,660.00,700.00,658.40,676.10,675.00,653.15,777,9652,6558112.00,
503101,MARATHON NEX,B ,Q,558.00,580.20,545.05,550.80,545.05,570.35,147,3681,2050053.00,
503127,RAJA BAHADUR,XT,Q,1700.00,1700.00,1625.00,1625.00,1625.00,1700.00,2,2,3325.00,
503162,REL.CHEMOTX ,X ,Q,118.00,122.90,115.50,116.35,116.00,119.60,164,13197,1563309.00,
503169,RUBY MILLS  ,B ,Q,362.05,386.00,361.00,362.80,362.80,366.70,91,1514,560809.00,
503205,SHREERAM    ,X ,Q,45.50,48.95,45.50,47.55,48.00,46.15,18,1391,66162.00,
503310,SWAN ENG    ,A ,Q,211.95,215.40,210.60,213.05,213.05,208.45,691,48918,10380319.00,
503349,VICTORIA MIL,X ,Q,3663.00,3855.00,3650.05,3667.90,3700.00,3630.00,7,21,77403.00,
503657,VEER ENERGY ,X ,Q,38.20,39.40,38.05,38.55,38.30,38.15,215,30397,1179880.00,
503659,SWIL        ,XT,Q,28.80,28.80,28.80,28.80,28.80,28.25,4,2371,68284.00,
503669,KKFIN       ,X ,Q,7.49,7.49,7.49,7.49,7.49,7.14,1,50,374.00,
503691,SAHARA ONE  ,X ,Q,51.50,52.00,51.50,52.00,52.00,54.20,2,125,6450.00,
503722,BANSW.SYNTEX,B ,Q,128.05,129.50,125.00,125.95,125.00,126.05,43,1409,178306.00,
503776,MODIPON     ,XT,Q,32.00,33.55,32.00,32.50,32.50,32.00,13,869,27904.00,
503804,SHRI DINESH ,XT,Q,197.40,197.40,188.00,188.00,188.00,197.40,20,1360,256438.00,
503806,SRF LIMITED ,A ,Q,1777.25,1820.05,1736.75,1806.70,1806.70,1782.85,865,11178,19980341.00,
503811,SIYARAM SILK,B ,Q,665.10,682.00,614.65,659.30,660.00,647.50,216,2717,1773705.00,
503831,FOMENTO HOTE,X ,Q,150.00,158.90,150.00,150.10,150.10,150.30,17,1794,278278.00,
503837,SHREE RAJSYN,XT,Q,21.10,21.10,19.15,19.15,19.15,20.10,2,37,714.00,
503881,HIND.SYNTEX ,B ,Q,13.50,13.90,12.80,12.83,13.70,13.45,25,6116,80516.00,
503960,BHARAT BIJLE,B ,Q,1361.05,1400.55,1352.30,1370.00,1380.00,1358.25,419,4680,6423753.00,
504000,ELPRO INTER ,X ,Q,61.00,64.00,60.55,63.30,63.30,60.70,90,27656,1722124.00,
504008,EMCO LTD.   ,B ,Q,20.10,20.50,19.50,19.55,19.55,19.95,192,38474,759440.00,
504028,GEE LTD     ,X ,Q,50.90,50.90,47.50,48.20,48.20,49.70,41,2699,130796.00,
504036,HIND.RECT   ,B ,Q,123.00,123.00,118.00,118.25,118.00,118.25,40,4995,592753.00,
504058,NIPPOBATRY  ,B ,Q,870.10,885.00,861.00,875.00,875.00,879.00,35,369,320274.00,
504067,ZENSAR TECH.,B ,Q,941.00,948.55,930.05,946.55,945.00,950.40,481,8752,8234655.00,
504076,JYOTI LTD.  ,X ,Q,57.95,57.95,54.40,54.65,54.40,55.30,13,731,40004.00,
504084,KAYCEE IND  ,X ,Q,6714.00,7100.00,6714.00,7100.00,7100.00,6968.00,4,10,67998.00,
504092,INDOKEM LTD.,X ,Q,28.80,32.00,28.80,29.45,29.60,29.90,40,8811,265593.00,
504093,PANA ENERG  ,XT,Q,327.00,340.00,320.15,331.95,321.10,330.80,53,3899,1292668.00,
504112,NELCO LTD.  ,B ,Q,122.00,123.70,119.00,120.75,120.80,121.50,340,32593,3966841.00,
504132,PERM MAGNETS,XT,Q,72.75,74.00,67.15,72.30,72.75,70.65,50,5123,366123.00,
504176,HIGH ENERGY ,X ,Q,496.00,496.00,473.10,473.55,473.10,497.95,31,557,266126.00,
504180,STD.BATTERY ,XT,Q,8.16,8.56,8.16,8.56,8.56,8.16,7,1900,16062.00,
504212,UNIV.CABLE  ,B ,Q,160.15,170.60,156.05,162.90,164.90,158.55,446,16185,2644271.00,
504220,W.S.INDUSTR.,B ,Q,7.00,7.00,6.99,7.00,7.00,6.91,11,4103,28719.00,
504258,LAKSHMI ELEC,X ,Q,703.00,708.00,675.00,681.70,675.00,703.50,218,5967,4126474.00,
504273,TUMUS ELECTR,P ,Q,74.75,74.75,74.75,74.75,74.75,71.20,1,100,7475.00,
504286,DELTA MAG   ,T ,Q,67.55,72.90,67.40,72.90,72.90,70.90,5,551,37185.00,
504340,CONFINT     ,X ,Q,5.39,5.39,5.39,5.39,5.39,5.39,2,4,21.00,
504341,RELTD       ,XT,Q,38.00,38.00,38.00,38.00,38.00,38.00,2,400,15200.00,
504378,NYSSACORP   ,XT,Q,1.43,1.43,1.43,1.43,1.43,1.43,1,225,321.00,
504605,UNI ABEX    ,XT,Q,540.00,540.00,520.55,521.65,520.80,521.40,7,72,38162.00,
504614,SARDA ENMIN ,B ,Q,555.00,559.90,530.00,539.65,539.65,547.50,506,15959,8714351.00,
504646,BHAGWATI AUT,X ,Q,125.50,129.00,116.05,119.95,119.95,120.00,13,838,101265.00,
504673,UNIV.PRIME  ,XT,Q,2.55,2.81,2.55,2.60,2.81,2.68,3,500,1301.00,
504741,IND.HUME PIP,B ,Q,406.00,415.20,404.00,411.30,411.50,405.60,102,3115,1277239.00,
504786,INVEST &PREC,X ,Q,459.60,463.90,446.00,450.55,448.15,452.10,41,1471,666110.00,
504810,INFORMEDTEC ,X ,Q,45.50,45.50,45.50,45.50,45.50,47.80,1,100,4550.00,
504840,KAIRA CAN CO,XT,Q,1545.80,1545.80,1545.80,1545.80,1545.80,1545.80,1,5,7729.00,
504879,ORIENT ABRAS,B ,Q,49.00,49.90,48.00,48.35,48.00,48.25,155,27058,1324455.00,
504903,RATHI ST    ,XT,Q,2.65,2.65,2.62,2.62,2.62,2.75,8,2660,6989.00,
504908,DUNCANENG   ,ST,Q,83.00,83.00,81.50,81.50,81.50,85.75,2,208,17102.00,
504918,SANDUR MANG.,X ,Q,1259.25,1282.00,1235.00,1241.55,1241.55,1259.25,363,9925,12487995.00,
504959,STOVAC IND. ,X ,Q,3095.00,3170.00,2980.00,3012.35,3012.35,3038.00,31,204,617557.00,
504961,TATA YODOGAW,XT,Q,69.95,73.45,68.55,71.85,72.00,71.50,22,1661,116664.00,
504966,TINPLATE    ,B ,Q,258.80,266.80,246.20,257.10,257.10,255.15,5959,498851,127797129.00,
504973,TIFHL       ,A ,Q,691.75,698.00,660.00,698.00,685.35,690.00,381,122324,85131338.00,
504988,WELCAST     ,X ,Q,1210.00,1210.00,1053.00,1083.30,1083.30,1163.40,38,271,294852.00,
505010,AUTO AXLES  ,B ,Q,1555.05,1608.20,1506.75,1565.40,1565.40,1555.60,734,6223,9820170.00,
505029,ATLAS CYCLES,T ,Q,195.30,200.00,192.05,197.85,197.85,197.15,43,1414,277521.00,
505036,AUTO COR.GOA,X ,Q,1298.35,1319.00,1168.55,1180.80,1180.80,1298.35,813,20311,24550116.00,
505075,SETCO AUTO  ,B ,Q,65.35,68.75,64.10,66.45,66.45,64.90,2070,331992,22028546.00,
505141,SCOOTERS IND,XT,Q,56.85,62.70,56.85,58.30,58.30,59.75,32,5691,334642.00,
505160,TALBROS AUTO,B ,Q,296.70,304.45,273.45,291.95,291.95,290.25,429,16290,4733149.00,
505163,ZF STEERING ,B ,Q,1197.75,1201.00,1166.00,1176.60,1172.00,1179.40,318,5160,6094783.00,
505192,SMLISUZU    ,B ,Q,854.00,860.50,830.00,835.35,835.35,843.35,256,2702,2279033.00,
505196,TIL LTD.    ,B ,Q,610.05,631.00,592.40,601.75,596.20,604.80,139,1451,888353.00,
505200,EICHER MOTOR,A ,Q,26940.00,28199.95,26701.25,27995.35,27995.35,26948.90,2316,4378,120163490.00,
505212,JAINEX      ,XT,Q,51.00,51.00,51.00,51.00,51.00,49.00,1,9,459.00,
505216,ALFRED HERB ,XT,Q,1060.10,1100.10,1045.00,1045.00,1045.00,1100.00,29,267,288468.00,
505230,CIMMCO      ,T ,Q,115.95,116.50,105.85,106.75,111.00,111.40,118,18159,1958290.00,
505232,VELJAN      ,XT,Q,1070.00,1070.00,1040.00,1050.00,1050.00,1066.60,19,124,130546.00,
505242,DYNAMAT.TECH,B ,Q,1904.15,1904.15,1800.05,1820.05,1821.00,1865.50,70,262,483239.00,
505250,G.G.DANDEKAR,XT,Q,82.00,82.00,79.00,79.00,79.00,82.00,3,300,24300.00,
505255,GMM PFAUDLER,X ,Q,722.60,740.00,717.00,722.65,725.00,728.25,122,3714,2693019.00,
505283,KIRLOSAR PN ,B ,Q,948.00,949.95,921.00,930.05,935.00,939.25,35,392,364568.00,
505299,KULK-POWER  ,XT,Q,49.45,54.00,49.45,50.15,50.15,51.85,8,769,39342.00,
505302,LAXMI AUTOLM,XT,Q,68.55,68.55,68.55,68.55,68.55,68.55,1,12,822.00,
505324,MANUGRAPH IN,B ,Q,49.30,52.00,49.30,50.55,50.55,50.00,28,2886,146626.00,
505343,MONOTYPE IND,X ,Q,3.85,3.85,3.85,3.85,3.85,3.85,7,4059,15627.00,
505355,NESCO LTD   ,B ,Q,606.35,608.75,590.15,597.80,599.45,603.55,689,13891,8357744.00,
505358,INTEGRA ENG ,X ,Q,56.50,59.75,56.50,57.95,57.95,56.95,110,28869,1679121.00,
505368,REVATHI EQU.,B ,Q,690.00,690.00,690.00,690.00,690.00,682.40,9,121,83490.00,
505400,TEXINFRA    ,B ,Q,68.50,68.50,63.50,66.05,66.05,66.30,598,73739,4858351.00,
505412,WENDT(INDIA),B ,Q,3250.00,3301.00,3200.00,3217.70,3225.00,3200.00,31,106,343339.00,
505506,AXONVL      ,XT,Q,1.64,1.64,1.64,1.64,1.64,1.57,1,10,16.00,
505509,RESPON IND  ,B ,Q,39.40,43.95,38.95,42.45,39.65,39.35,115,581774,24701051.00,
505515,SHYAMKAM INV,XT,Q,29.25,29.25,29.25,29.25,29.25,29.45,1,40000,1170000.00,
505523,MAHA CORP   ,X ,Q,0.30,0.30,0.30,0.30,0.30,0.29,37,180091,54027.00,
505526,DOLAT INV.  ,XT,Q,10.64,10.64,10.64,10.64,10.64,10.64,9,5197,55296.00,
505533,WESTLIFE DEV,B ,Q,358.95,358.95,341.00,350.05,350.05,351.75,798,46467,16071637.00,
505537,ZEE ENTER   ,A ,Q,596.10,600.50,586.20,595.10,596.70,594.55,3442,611642,363374011.00,
505576,GOLDCORP    ,X ,Q,53.10,58.60,53.10,57.75,57.75,55.85,13,1345,72604.00,
505590,SVPGLOB     ,X ,Q,499.80,499.80,462.25,471.65,475.00,475.15,246,6455,3066892.00,
505650,SKYL MILLAR ,XT,Q,4.67,4.67,4.67,4.67,4.67,4.91,5,3101,14481.00,
505665,ANTIF BEARNG,X ,Q,505.00,521.45,500.00,502.50,509.90,505.95,45,589,296737.00,
505681,BIMETAL BEAR,X ,Q,624.35,648.00,624.35,644.40,646.00,624.90,33,1426,916064.00,
505688,BHARAT GEARS,B ,Q,208.80,221.00,196.00,209.90,210.95,195.90,1601,75627,16118424.00,
505690,BRADY MORRIS,X ,Q,80.50,80.50,80.50,80.50,80.50,76.75,1,2,161.00,
505693,LATIMMETAL  ,X ,Q,30.35,30.35,30.35,30.35,30.35,31.90,4,500,15175.00,
505700,ELECON ENG  ,B ,Q,90.45,91.05,85.50,87.75,87.55,90.00,702,81321,7234195.00,
505710,GRAUER& WEIL,B ,Q,68.75,70.00,66.50,67.15,67.15,68.20,949,195788,13387264.00,
505712,GUJ.AUTO GE ,X ,Q,321.00,325.00,305.50,311.50,311.00,310.35,65,2255,706438.00,
505714,GABRIEL(I)  ,B ,Q,174.95,174.95,168.50,171.80,172.00,170.15,316,13424,2298624.00,
505720,HERC.HOISTS ,B ,Q,145.30,145.30,140.00,140.10,140.15,141.35,38,2821,397083.00,
505726,IFB IND.LTD.,B ,Q,1262.65,1291.05,1211.85,1228.65,1243.85,1261.25,160,796,990578.00,
505729,SINGER INDIA,X ,Q,49.15,50.80,48.60,48.75,48.75,49.45,269,99588,4896762.00,
505737,INTER.COMBUS,X ,Q,530.00,530.00,525.00,525.85,525.00,526.50,38,458,242306.00,
505744,FED MOG GOE ,B ,Q,547.80,547.80,536.00,541.70,541.70,535.65,73,1691,916345.00,
505750,JOSTS ENG.  ,X ,Q,1237.00,1274.90,1200.00,1218.40,1200.00,1237.15,60,1101,1357513.00,
505790,SCHAEFFLER  ,B ,Q,5571.00,5571.00,5438.30,5503.75,5453.85,5456.60,61,197,1082657.00,
505800,RANE HOLDIN ,B ,Q,2533.85,2546.30,2466.00,2473.00,2473.00,2501.15,63,497,1238652.00,
505827,SNL BEARINGS,X ,Q,404.00,404.00,386.25,388.80,388.60,385.75,38,868,339323.00,
505840,JAIPAN INDUS,XT,Q,54.10,54.80,51.00,52.80,52.20,52.20,61,5531,294593.00,
505850,MANCREDIT   ,X ,Q,4.01,4.21,3.86,3.98,3.98,4.03,170,519125,2071881.00,
505854,TRF LTD.    ,T ,Q,232.00,234.00,225.00,227.05,227.00,226.25,53,2222,508127.00,
505872,WPIL LTD.   ,X ,Q,672.00,713.80,660.00,686.95,675.00,679.00,183,10382,7062595.00,
505890,KENNAMETAL  ,B ,Q,848.00,848.00,803.50,814.00,814.00,818.70,227,1950,1606258.00,
505978,TRITON VALVE,X ,Q,2222.00,2222.00,2050.00,2068.40,2068.40,2263.90,714,7580,15954530.00,
506003,SUDAL INDUS ,XT,Q,13.78,14.10,13.78,14.10,14.10,14.50,2,549,7724.00,
506016,JRIIIL      ,XT,Q,1.32,1.32,1.28,1.28,1.30,1.34,5,10095,12925.00,
506022,PRAKASH IND.,B ,Q,213.00,224.50,210.20,217.50,217.50,212.40,8764,1213289,264621446.00,
506074,ARSHIYA     ,B ,Q,95.00,96.80,86.00,90.15,90.15,94.30,277,24148,2235913.00,
506076,GRIND NORTON,B ,Q,517.50,519.00,504.05,506.90,506.90,516.85,60,1926,979441.00,
506079,LAKSHMI PREC,B ,Q,50.30,50.30,49.60,49.60,49.60,51.80,3,500,24940.00,
506105,STANROSE MAF,X ,Q,170.00,174.95,168.00,170.00,170.00,166.80,18,2418,411805.00,
506109,GENESYS INT.,B ,Q,282.15,289.20,272.00,280.40,282.00,283.15,305,15825,4430828.00,
506122,PANKAJPIYUS ,X ,Q,57.95,57.95,52.60,54.05,55.00,55.20,12,474,26037.00,
506128,PARNAXLAB   ,X ,Q,57.40,57.40,55.40,56.30,55.40,55.85,30,3286,185550.00,
506146,VISAGAR POL ,B ,Q,1.32,1.33,1.30,1.33,1.33,1.27,64,268380,356287.00,
506184,KANANI IND  ,B ,Q,9.02,9.70,9.01,9.70,9.70,9.07,4,1156,11077.00,
506186,GALAXY ENTER,XT,Q,26.25,26.25,26.25,26.25,26.25,26.50,2,1100,28875.00,
506194,ARIH SUPER  ,B ,Q,161.00,169.85,153.70,166.65,165.00,158.60,473,43320,7035794.00,
506197,BLISSGVS PH ,B ,Q,206.40,208.35,205.00,206.70,206.00,205.45,1169,333992,68980494.00,
506222,INEOSSTYRO  ,B ,Q,995.70,1000.00,960.00,983.85,972.05,977.55,90,842,828500.00,
506235,ALEMBIC LTD.,B ,Q,65.10,65.10,62.00,62.90,62.90,64.80,1324,277203,17623304.00,
506248,AMINES&PLAST,X ,Q,77.50,83.80,77.50,80.75,81.75,80.85,83,8020,653801.00,
506260,ANUH PHARMA ,X ,Q,168.00,171.45,168.00,168.50,168.35,169.70,121,5196,880113.00,
506261,MODISON MET.,X ,Q,78.75,81.40,76.75,80.25,80.75,76.70,187,22993,1826522.00,
506285,BAYER CROP  ,A ,Q,4550.00,4593.00,4528.00,4571.85,4590.00,4539.75,147,370,1686375.00,
506365,CHEMO PHARMA,XT,Q,42.50,43.50,42.50,43.50,43.50,41.75,2,325,14062.00,
506390,CLARI CHEM  ,B ,Q,630.80,637.90,623.45,624.80,624.80,635.00,148,2529,1592516.00,
506395,COROM INTER ,A ,Q,554.80,565.00,532.45,544.80,544.80,552.50,2357,34230,18811627.00,
506401,DEEPAK NITR.,B ,Q,276.55,281.80,272.00,275.25,275.25,277.95,1190,87930,24311290.00,
506405,DHARAMSI CHM,X ,Q,109.45,109.45,103.50,105.15,105.15,106.70,81,9035,953495.00,
506414,DIL LTD     ,XT,Q,2555.00,2670.00,2507.00,2653.10,2653.10,2551.00,42,807,2083809.00,
506480,GOCLCORP    ,B ,Q,602.20,602.90,595.00,598.40,599.50,598.35,68,2022,1210826.00,
506520,JAYSHRI CHEM,X ,Q,17.95,19.10,17.50,18.55,18.70,18.00,109,22995,424786.00,
506522,JL MORISON  ,X ,Q,1390.00,1409.00,1379.60,1381.10,1381.10,1452.05,16,159,219998.00,
506525,KANORIA CHEM,B ,Q,89.60,92.80,87.15,89.40,89.40,88.50,271,15849,1425751.00,
506528,KELTECH EN. ,XT,Q,1598.90,1648.75,1598.90,1648.75,1648.75,1570.25,148,5222,8579695.00,
506532,NITTA GELA  ,X ,Q,226.50,238.00,222.60,230.70,228.05,222.30,89,4758,1090376.00,
506579,ORIENT.CARB.,B ,Q,1205.05,1246.80,1203.10,1220.65,1220.65,1204.85,210,3733,4567421.00,
506590,PHIL.CARBON ,B ,Q,1218.00,1239.90,1140.00,1161.50,1161.50,1209.55,4588,112132,132803559.00,
506597,AMAL PRODUCT,X ,Q,177.50,183.00,174.00,174.05,174.05,176.30,38,2513,442562.00,
506605,POLYCHEM    ,X ,Q,393.00,419.00,393.00,414.00,414.00,395.20,29,154,63421.00,
506618,PUN.CHEM    ,B ,Q,431.00,459.95,430.00,437.85,445.00,437.00,83,1297,565865.00,
506642,SADHANA NITR,XT,Q,191.80,198.75,191.00,198.75,198.75,189.30,342,50403,9929543.00,
506655,SUDARSH.CHEM,B ,Q,452.65,470.00,445.00,465.70,465.70,446.85,1023,22937,10497266.00,
506685,ULTRAMARINE ,X ,Q,358.00,363.95,340.00,354.00,359.00,350.45,189,14941,5311926.00,
506687,TRANSPEK    ,X ,Q,1301.50,1301.50,1250.00,1264.50,1275.00,1259.55,87,2193,2788241.00,
506690,UNICHEM LAB ,B ,Q,360.80,362.40,357.10,360.20,360.20,358.90,373,40764,14658382.00,
506720,ZANDUREALTY ,T ,Q,2127.00,2210.00,2071.05,2113.35,2165.00,2170.75,62,390,829927.00,
506734,MYS PETRO   ,X ,Q,142.00,148.45,137.00,140.00,140.00,142.00,43,1318,186965.00,
506767,ALKYL AMINES,B ,Q,719.50,719.70,680.00,689.95,698.00,704.40,56,932,650181.00,
506808,TUTICORIN.  ,XT,Q,13.90,13.96,13.10,13.10,13.10,13.30,40,37982,504739.00,
