SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
507498,PICCADILY SU,X ,Q,7.85,7.90,7.61,7.79,7.80,7.84,12,1001,7818.00,
507508,RIGA SUGAR  ,X ,Q,13.76,13.76,13.00,13.50,13.50,13.78,20,6505,85958.00,
507514,SOM DISTILL.,B ,Q,251.10,251.95,232.45,241.40,241.50,247.95,1829,128385,31068425.00,
507515,CJ GELATIN  ,XT,Q,9.73,9.73,9.73,9.73,9.73,9.28,1,1,9.00,
507525,AMRIT CORP  ,XT,Q,1364.00,1367.10,1364.00,1367.10,1367.10,1302.00,28,217,296502.00,
507526,ASSO.ALCOHOL,X ,Q,249.20,262.00,249.00,250.00,250.00,256.90,185,16204,4137439.00,
507552,FOODS & INNS,X ,Q,1384.00,1460.00,1261.00,1377.00,1362.00,1292.80,262,4307,6043117.00,
507580,IVP LIMITED ,B ,Q,187.00,193.45,187.00,189.90,189.90,189.20,22,474,90168.00,
507598,KLRF LTD    ,X ,Q,77.00,79.45,74.00,77.90,77.90,76.75,66,10450,800363.00,
507609,OLYMPIC OIL ,XT,Q,167.90,167.90,152.00,153.55,152.00,160.00,14,1475,227244.00,
507621,MILKFOOD    ,X ,Q,357.30,373.90,357.30,373.90,373.90,371.75,16,470,173463.00,
507645,POLSON LTD. ,XT,Q,20675.20,20675.20,20675.20,20675.20,20675.20,21097.10,8,22,454854.00,
507649,RASOI LTD.  ,X ,Q,38953.00,41499.95,38952.00,39801.65,41499.95,40499.00,3,3,119404.00,
507685,WIPRO LTD.  ,A ,Q,307.00,308.90,300.10,301.25,301.25,304.65,1209,115005,34925003.00,
507690,ORIENT BEVER,X ,Q,120.00,120.00,111.30,117.90,120.00,110.00,57,2537,301670.00,
507717,DHAN AGRI   ,B ,Q,760.00,785.00,721.00,727.50,725.00,755.60,396,8053,6023872.00,
507747,TTK HEALTHCA,B ,Q,830.00,850.00,820.00,842.80,842.80,827.70,14,101,83629.00,
507753,TGVSL       ,X ,Q,63.00,65.25,61.40,63.55,63.55,62.45,1196,348664,22125529.00,
507759,LIME CHEM.  ,Z ,Q,66.00,66.00,62.55,64.95,64.95,65.80,13,1731,109587.00,
507779,KANPUR PLAST,X ,Q,147.95,148.00,144.05,144.50,144.05,144.55,57,4813,699106.00,
507785,TAINWALA CH.,B ,Q,105.90,116.50,100.10,103.50,105.10,106.50,25,672,72175.00,
507789,JAGSON PHAR ,B ,Q,38.00,38.00,34.10,34.60,34.40,35.00,72,3574,124804.00,
507794,KHAITAN CHEM,ST,Q,18.50,18.95,18.05,18.90,18.95,18.05,52,15094,281910.00,
507813,NATI. OXYGEN,X ,Q,49.90,49.90,43.00,44.00,44.00,45.00,14,204,9113.00,
507815,GILLETTE (I),B ,Q,6659.45,6666.00,6452.05,6493.50,6493.50,6554.80,63,126,820948.00,
507817,WIRES FABRIK,X ,Q,132.30,132.30,124.00,124.25,128.95,126.00,14,452,57289.00,
507828,ANSAL HOUS. ,B ,Q,27.90,28.75,26.80,27.00,26.85,28.05,143,17760,490795.00,
507833,COMPUTER PNT,X ,Q,1.14,1.15,1.14,1.15,1.15,1.20,2,1150,1312.00,
507864,PION INVEST ,X ,Q,45.70,49.00,45.70,47.65,46.40,47.20,23,4278,204227.00,
507872,ASHNOOR TEX.,XT,Q,25.50,25.50,25.50,25.50,25.50,24.30,1,50,1275.00,
507878,UNITECH LTD ,B ,Q,8.49,8.67,8.08,8.28,8.28,8.45,3164,4897201,40872952.00,
507880,VIP INDUS.  ,A ,Q,342.65,349.60,331.00,342.60,341.05,340.65,1403,39526,13530223.00,
507910,FIBERWB IN  ,X ,Q,165.50,184.00,165.50,177.35,179.00,169.50,887,140870,24346092.00,
507912,LKP FIN     ,X ,Q,117.00,118.95,114.60,117.20,116.20,117.40,137,6840,804730.00,
507944,BAJAJ STEEL ,XT,Q,195.00,202.70,195.00,202.00,202.70,195.10,10,108,21782.00,
507948,KEY CORP.LTD,XT,Q,31.95,31.95,31.95,31.95,31.95,32.00,1,100,3195.00,
507960,GUJ.HOTELS  ,X ,Q,128.00,131.05,128.00,129.70,129.80,128.90,41,3441,444576.00,
507970,PARA. COSMET,XT,Q,35.80,37.55,35.80,37.55,37.55,35.80,2,50,1791.00,
507981,JINDAL HOTL ,X ,Q,76.00,80.30,74.00,77.30,80.30,76.50,25,1488,112633.00,
507998,SIMMONDS-MAR,X ,Q,110.00,113.30,108.10,112.20,112.00,109.55,49,5080,562218.00,
508136,BNALTD      ,X ,Q,278.00,282.00,270.15,281.00,282.00,268.00,57,1572,439767.00,
508306,LEDO TEA CO ,XT,Q,81.00,81.00,81.00,81.00,81.00,84.00,2,300,24300.00,
508486,HAWKINS COOK,B ,Q,3051.00,3100.00,3051.00,3058.10,3060.00,3084.05,144,893,2740364.00,
508494,WARREN TEA  ,ST,Q,115.55,115.80,115.50,115.75,115.75,116.00,6,677,78336.00,
508664,BEST E.HOTEL,XT,Q,71.00,71.00,71.00,71.00,71.00,72.80,4,400,28400.00,
508670,NEELAMALAI  ,P ,Q,1620.00,1620.00,1620.00,1620.00,1620.00,1550.00,1,100,162000.00,
508807,IST LTD.    ,XT,Q,1070.00,1174.95,1070.00,1174.95,1174.95,1119.00,49,751,871599.00,
508814,COSMO FILMS ,B ,Q,354.00,354.00,348.00,351.50,351.50,350.20,96,2843,997085.00,
508869,APOLLO HOSP.,A ,Q,1174.25,1224.45,1160.00,1215.75,1215.80,1161.60,4920,86103,103394006.00,
508905,SMIFS CAPITA,X ,Q,56.95,57.00,56.00,56.50,56.50,55.10,15,4011,227609.00,
508906,EVEREST INDS,B ,Q,563.95,583.00,548.00,575.20,575.20,554.75,711,19138,10850819.00,
508922,MSR INDIA   ,X ,Q,38.00,38.00,35.80,36.55,36.55,36.65,21,5795,213911.00,
508933,AYMSYNTEX   ,B ,Q,63.00,66.50,63.00,64.65,64.65,62.50,207,36927,2407382.00,
508941,PANASON CAR ,X ,Q,667.85,667.85,639.00,643.35,643.35,669.00,750,18025,11736960.00,
508969,SULABH ENG. ,X ,Q,11.62,11.62,11.62,11.62,11.62,11.85,3,230,2672.00,
508989,NAVNETEDUL  ,B ,Q,144.05,152.70,144.00,146.60,145.00,146.65,410,20371,3022084.00,
508996,SATPROP LTD ,ST,Q,7.00,7.16,7.00,7.16,7.16,6.82,11,7100,50674.00,
508998,STERL INTER ,XT,Q,2.29,2.29,2.29,2.29,2.29,2.33,29,17195,39376.00,
509009,AUSOM ENT   ,B ,Q,79.95,83.00,79.00,79.10,79.00,78.25,36,2305,183914.00,
509020,RUCHI INFRA.,T ,Q,5.05,5.10,5.05,5.05,5.05,5.09,15,1015600,5133536.00,
509048,LANCOR HOLDS,X ,Q,33.00,33.00,32.00,32.00,32.00,32.15,50,14146,454999.00,
509053,BANAS FIN.  ,X ,Q,5.10,5.10,5.10,5.10,5.10,4.86,3,390,1989.00,
509055,VISAKA IND. ,B ,Q,744.00,775.65,741.90,761.95,761.95,743.60,643,13058,9906493.00,
509077,PRESSMN     ,B ,Q,67.00,67.15,63.95,64.30,64.30,66.70,151,19908,1306068.00,
509079,GUFIC BIO SC,B ,Q,122.90,129.40,119.85,125.75,125.75,121.50,657,46256,5697350.00,
509148,GOVIND RUBB.,X ,Q,20.45,21.30,20.45,20.65,20.65,20.15,163,41764,876324.00,
509152,GRPLTD      ,B ,Q,1592.40,1600.00,1556.00,1565.00,1565.00,1542.40,26,178,281782.00,
509162,INDAG RUBBER,X ,Q,177.80,195.00,176.20,185.20,187.00,177.80,184,21727,4014361.00,
509196,M.M.RUBBER  ,P ,Q,50.00,52.00,49.35,49.35,49.35,51.90,7,1200,59927.00,
509220,PTL LTD     ,T ,Q,55.10,55.95,55.10,55.95,55.95,55.70,22,2577,142540.00,
509243,TVS SRICHAKR,B ,Q,3780.00,3780.00,3518.35,3595.10,3574.00,3556.55,222,654,2350469.00,
509438,BENARES HOT ,XT,Q,1170.00,1170.00,1115.00,1116.20,1115.00,1170.00,7,16,18451.00,
509449,BHAGWATI OXY,XT,Q,37.50,37.50,36.00,36.90,36.00,37.15,10,334,12399.00,
509472,CRAVATEX    ,X ,Q,435.00,435.00,380.10,400.00,400.00,399.00,8,166,65196.00,
509480,BERGE PAINT ,A ,Q,250.15,260.90,250.15,260.10,260.80,250.10,1593,80671,20696507.00,
509486,CAPRIHANS   ,X ,Q,100.05,105.00,100.00,100.25,100.25,101.20,64,8930,913489.00,
509488,GRAPHITE IN.,B ,Q,766.00,774.70,721.80,721.80,721.80,759.75,7838,325723,243899679.00,
509496,ITDCEM      ,B ,Q,207.70,213.00,202.00,206.80,207.50,204.25,477,17517,3646326.00,
509525,EMPIRE IND. ,B ,Q,2380.00,2380.00,2255.00,2272.00,2255.00,2291.70,46,850,1954088.00,
509550,GAMMON INDIA,Z ,Q,6.47,6.70,6.40,6.44,6.40,6.45,69,31330,204560.00,
509557,GARWARE WALL,B ,Q,1010.40,1020.70,973.80,983.00,982.10,1020.25,147,5765,5792705.00,
509567,GOA CARBON  ,B ,Q,915.00,942.50,901.35,918.75,918.75,918.15,1116,25921,23933214.00,
509597,HARDCASTLE  ,X ,Q,453.45,459.90,428.25,447.30,450.00,438.00,26,798,358734.00,
509627,HIND.DORR   ,T ,Q,7.85,7.98,7.30,7.68,7.60,7.60,38,35228,271493.00,
509631,HEG LIMITED ,B ,Q,2810.00,2810.00,2583.00,2583.00,2583.00,2718.90,6623,102746,274705530.00,
509635,HIND.COMPOSI,B ,Q,470.10,485.05,461.00,472.95,470.00,475.35,110,1202,565191.00,
509675,HIL         ,B ,Q,1723.40,1816.15,1707.60,1748.65,1768.85,1736.05,644,4138,7306668.00,
509692,IND.CARD    ,B ,Q,184.00,188.50,182.10,182.25,182.10,186.00,18,497,91953.00,
509709,INT.CONVEYOR,XT,Q,25.30,25.30,25.20,25.20,25.20,26.40,7,2046,51609.00,
509715,JAYSHRE TEA ,T ,Q,102.00,103.00,101.00,102.00,101.00,101.85,32,4706,481476.00,
509820,PAPERPROD   ,B ,Q,320.65,320.85,304.00,310.00,310.00,321.05,219,4866,1509893.00,
509874,SHALIMAR PAI,B ,Q,190.00,193.20,186.00,187.95,187.95,188.55,91,7389,1397452.00,
509895,HIND MILLS  ,X ,Q,326.00,336.00,324.00,334.70,334.70,324.10,18,192,62443.00,
509930,SUPREM IND  ,A ,Q,1299.50,1395.00,1233.15,1349.80,1349.80,1303.60,1608,354677,445935560.00,
509945,THACKER     ,XT,Q,174.00,176.00,165.50,170.75,176.00,174.00,3,200,34475.00,
509966,VST INDUS.  ,B ,Q,3214.10,3397.70,3214.10,3352.05,3350.00,3250.05,50,164,541278.00,
510245,SWASTI VINAY,X ,Q,4.80,4.93,4.40,4.48,4.55,4.70,98,41707,189253.00,
511012,YAMINI INVES,XT,Q,6.17,6.17,6.17,6.17,6.17,6.29,16,3316,20459.00,
511034,JINDAL DRILL,B ,Q,188.90,196.20,184.50,193.45,193.45,187.95,497,28266,5368053.00,
511064,APLAYA      ,X ,Q,4.69,4.69,4.69,4.69,4.69,4.78,64,24733,115997.00,
511066,SAKTHI FIN. ,X ,Q,39.65,39.65,37.55,37.95,37.55,37.90,75,7437,287868.00,
511072,DEWAN H.FIN.,A ,Q,585.00,596.00,565.05,568.80,568.80,583.35,7002,487102,283034902.00,
511076,SAT IND LTD ,X ,Q,40.00,41.35,39.70,39.85,40.00,39.50,42,30212,1218923.00,
511108,SHIVA TEXYAM,B ,Q,591.05,605.00,583.05,603.15,590.10,592.00,16,94,55906.00,
511116,QUADRANT    ,XT,Q,2.04,2.13,1.93,2.00,1.93,2.03,43,82884,167350.00,
511131,KAMAN HSG   ,XT,Q,18.85,20.70,18.80,19.90,20.65,19.75,78,12898,253141.00,
511144,ASYAINFO    ,X ,Q,43.00,43.00,39.95,40.60,40.60,40.70,76,22082,897898.00,
511147,WALL ST.FIN.,XT,Q,40.95,40.95,38.05,38.25,38.25,39.05,9,2303,87968.00,
511196,CANFIN HOMES,A ,Q,452.00,459.00,443.00,446.20,446.20,449.60,1750,66601,30067802.00,
511208,IL & FS INVE,B ,Q,23.05,23.95,22.75,23.45,23.60,23.05,884,381528,8911059.00,
511218,SHRIRAM TRAN,A ,Q,1383.10,1423.20,1363.60,1378.35,1390.00,1377.85,2539,26871,37386546.00,
511243,CHOLAFIN    ,A ,Q,1293.45,1337.95,1292.25,1330.85,1329.00,1285.90,1451,16470,21749915.00,
511288,GRUH FINANCE,A ,Q,574.10,590.35,572.00,574.60,574.60,583.30,2002,63792,37141898.00,
511333,VLS FINANCE ,B ,Q,89.25,90.85,86.15,87.40,87.50,88.00,410,30092,2649959.00,
511355,IND CEM CAP ,X ,Q,5.62,6.00,5.62,6.00,6.00,5.72,13,968,5617.00,
511359,AD-MANUM FIN,X ,Q,36.50,37.50,34.75,35.75,34.75,35.95,10,1520,54186.00,
511377,MEHTA I.FIN ,XT,Q,13.67,13.67,13.67,13.67,13.67,13.94,1,100,1367.00,
511389,VIDEOCON IND,A ,Q,19.00,19.00,18.00,18.10,18.10,18.60,704,346165,6381301.00,
511391,INTER GLOB F,XT,Q,28.55,28.55,28.55,28.55,28.55,27.35,1,1,28.00,
511411,SHRISTINFRA ,X ,Q,291.50,292.00,285.00,291.60,292.00,289.00,55,3746,1090219.00,
511413,CREST       ,B ,Q,238.00,247.00,231.55,239.65,240.00,228.75,68,1724,411876.00,
511431,VAKRANGEE   ,A ,Q,355.00,355.00,292.30,292.30,292.30,365.35,6733,1179898,352341581.00,
511451,DHARANI FIN.,XT,Q,15.70,16.00,15.70,15.70,15.70,16.00,9,2790,43803.00,
511463,ALEXANDER   ,X ,Q,20.70,21.00,19.65,20.35,20.30,20.65,109,16915,345779.00,
511473,IND.BANK MER,B ,Q,31.25,32.20,29.90,30.20,30.20,30.70,728,124020,3830020.00,
511501,BHARAT BHUSH,X ,Q,20.35,20.95,19.40,20.55,20.80,20.15,10,1122,22945.00,
511505,CAPITAL TRUS,B ,Q,490.00,502.00,480.00,502.00,502.00,498.00,22,992,489669.00,
511509,VIVO BIO TEC,XT,Q,48.95,51.50,48.95,49.75,49.75,50.00,14,1953,98177.00,
511523,VEERHEALTH  ,X ,Q,17.35,17.40,16.65,16.80,16.80,16.60,65,25596,438328.00,
511533,SAHARA HOUSG,X ,Q,72.95,73.80,67.70,72.90,72.90,72.95,11,286,20360.00,
511543,GSB FINANCE ,X ,Q,10.05,10.05,10.00,10.00,10.00,10.45,4,200,2005.00,
511549,MORARKA FIN.,XT,Q,36.85,36.85,36.85,36.85,36.85,35.10,1,1,36.00,
511551,MONARCH     ,X ,Q,84.90,84.90,80.25,82.95,82.95,83.20,110,12998,1069366.00,
511557,PRO FIN CAP.,XT,Q,228.85,228.85,214.65,224.70,224.85,225.90,18,1766,381981.00,
511559,TIMES GUARAN,B ,Q,62.75,64.00,61.15,63.95,64.00,62.65,10,515,32366.00,
511571,SOMDATT FIN ,XT,Q,5.50,5.50,5.50,5.50,5.50,5.45,1,200,1100.00,
511589,AVONMORE    ,X ,Q,36.20,38.70,36.00,38.00,38.70,36.55,259,51221,1897451.00,
511593,LIBORD FIN  ,X ,Q,15.43,15.43,14.20,14.20,14.20,14.70,5,9500,139360.00,
511605,ARIHANT CAP.,X ,Q,166.45,166.45,161.05,162.30,163.00,162.10,92,6792,1110071.00,
511609,ISL CONSULT ,X ,Q,21.00,21.00,18.00,18.15,18.10,20.00,10,6100,113410.00,
511611,DCM FINANCIA,B ,Q,3.14,3.14,3.14,3.14,3.14,3.28,1,100,314.00,
511626,R R FINANCE.,X ,Q,12.50,12.50,12.50,12.50,12.50,12.26,1,60,750.00,
511628,IMCAP       ,X ,Q,75.00,75.00,63.80,65.05,65.00,68.85,187,45005,2938887.00,
511630,SAMBHAAV MED,B ,Q,12.95,12.95,11.90,12.14,12.14,12.50,59,23065,283942.00,
511654,SUGAL DAM   ,X ,Q,17.00,17.00,17.00,17.00,17.00,17.00,2,170,2890.00,
511658,NETTLINX LTD,X ,Q,91.50,93.45,90.05,92.10,92.50,91.65,199,21376,1953361.00,
511664,BGIL FL TEC ,XT,Q,3.30,3.30,3.30,3.30,3.30,3.37,2,700,2310.00,
511672,SCANSTL     ,XT,Q,19.50,20.90,19.50,19.50,19.50,19.95,7,963,19098.00,
511676,GIC HOUSING ,A ,Q,427.00,435.50,419.00,423.10,423.10,422.55,1049,27675,11850905.00,
511692,AJCON GLOBAL,X ,Q,39.00,39.00,39.00,39.00,39.00,39.30,2,100,3900.00,
511702,PARSHARTI IN,X ,Q,5.40,5.40,5.40,5.40,5.40,5.16,2,46,248.00,
511706,ACTION FIN. ,ST,Q,9.15,9.15,9.15,9.15,9.15,8.98,1,1,9.00,
511724,BAID LEASING,X ,Q,184.50,193.00,179.00,181.05,181.00,183.35,83,11069,2030750.00,
511726,VIPUL LTD   ,B ,Q,74.00,74.25,73.50,73.60,73.50,74.55,36,4365,321991.00,
511728,KZ LEAS FIN.,XT,Q,10.96,12.10,10.96,12.10,12.10,11.53,2,350,4121.00,
511736,USHDEV INTNL,ST,Q,2.20,2.20,2.19,2.19,2.19,2.14,4,4011,8823.00,
511754,SHALIB.FINAN,X ,Q,138.55,139.90,138.00,139.90,139.90,138.35,8,1631,226380.00,
511756,ABIRAMI FIN.,Z ,Q,8.00,8.00,8.00,8.00,8.00,8.00,1,12,96.00,
511758,MANSI FINANC,XT,Q,31.40,31.40,31.40,31.40,31.40,33.05,2,492,15448.00,
511766,MUTHOOT CAP ,B ,Q,747.00,767.00,721.05,749.85,743.00,749.95,192,2648,1980179.00,
511768,MASTER TRUST,XT,Q,109.00,110.00,109.00,109.00,109.00,110.65,9,2802,305420.00,
512018,CNI RES LTD ,X ,Q,3.67,3.67,3.34,3.54,3.54,3.50,51,38139,133429.00,
512047,ROYAL IND   ,XT,Q,1.63,1.63,1.63,1.63,1.63,1.63,2,110,179.00,
512068,DECCANGOLD  ,X ,Q,38.45,38.50,36.45,36.95,36.95,37.30,277,65397,2448283.00,
512070,UPL         ,A ,Q,755.00,772.00,736.55,758.70,758.70,752.35,5033,237043,179254797.00,
512093,CRANES SOFTW,T ,Q,4.03,4.45,4.03,4.45,4.45,4.24,303,521422,2188120.00,
512131,SIGNET IND  ,T ,Q,8.10,8.19,7.75,7.84,7.90,7.91,114,55098,439477.00,
512149,ADVANCE TECH,X ,Q,1.25,1.25,1.25,1.25,1.25,1.23,42,39345,49181.00,
512161,8KMILES     ,B ,Q,740.00,741.95,704.00,720.25,720.25,737.90,996,23326,16809809.00,
512175,VAMA INDS   ,XT,Q,24.75,26.25,24.75,24.85,25.80,25.50,66,5987,149472.00,
512179,SUNTECK REAL,A ,Q,429.00,449.90,402.60,422.50,422.50,423.10,6054,187379,81196350.00,
512217,PRISM MEDI  ,XT,Q,35.25,37.95,34.90,34.90,34.90,36.70,17,5724,204359.00,
512229,VERITAS     ,XT,Q,185.00,185.00,185.00,185.00,185.00,182.50,2,45,8325.00,
512237,JAI CORP LTD,A ,Q,180.00,186.00,174.00,179.40,179.40,181.85,4021,439280,79174925.00,
512247,ASHIRWAD CAP,X ,Q,3.05,3.17,2.93,2.99,2.99,3.07,55,19398,57938.00,
512257,SVARTCORP   ,X ,Q,8.00,8.00,7.50,7.60,7.70,7.84,170,59491,461053.00,
512289,SHIRPUR GOLD,B ,Q,162.00,162.15,153.80,156.00,155.70,161.25,110,5010,788016.00,
512296,BHAGYA INL  ,B ,Q,41.50,42.65,41.00,41.10,41.10,41.55,24,4167,173404.00,
512297,SHANTAI     ,X ,Q,156.00,160.50,141.00,160.50,160.50,156.00,23,755,115521.00,
512299,STERL.BIOTEC,B ,Q,3.84,3.90,3.76,3.85,3.85,3.73,103,94370,360569.00,
512301,CHAMBAL BREW,X ,Q,5.50,5.50,5.50,5.50,5.50,5.40,3,900,4950.00,
512369,ENNORE COKE ,X ,Q,2.16,2.30,2.16,2.30,2.30,2.21,9,2383,5164.00,
512393,SHARDUL SECU,X ,Q,49.50,51.95,49.50,51.50,51.95,51.85,8,431,21851.00,
512399,KAPASHI COMM,XT,Q,82.90,82.90,82.90,82.90,82.90,81.30,1,10,829.00,
512405,I-POWER SOLS,XT,Q,1.95,1.95,1.95,1.95,1.95,2.00,1,450,877.00,
512417,TRITRADE    ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,4,1351,661.00,
512437,APOLLO FIN I,XT,Q,32.10,32.10,32.10,32.10,32.10,32.10,3,153,4911.00,
512441,ENBEE TRADG.,XT,Q,98.95,98.95,98.95,98.95,98.95,97.05,2,1000,98950.00,
512453,SHRI JAGDAMB,XT,Q,198.00,198.00,198.00,198.00,198.00,198.00,1,1,198.00,
512455,LLOYDS MET E,X ,Q,17.50,19.05,17.20,18.45,18.25,17.35,143,39554,720988.00,
512477,BETEX INDIA ,X ,Q,62.65,68.00,62.65,63.90,63.90,64.90,6,39,2492.00,
512489,OASIS SECUR.,X ,Q,37.60,37.60,37.55,37.60,37.60,35.85,15,4032,151578.00,
512493,GARNET INTL ,X ,Q,1616.80,1616.80,1616.80,1616.80,1616.80,1701.85,27,634,1025051.00,
512519,DONEAR IND. ,T ,Q,69.50,69.50,66.65,67.70,68.00,67.90,68,18042,1222594.00,
512527,SUPER SAL IN,X ,Q,729.80,729.80,688.00,700.60,700.60,699.80,49,968,679354.00,
512529,SEQUENT     ,B ,Q,86.50,87.00,81.85,82.05,82.05,85.95,340,41013,3448813.00,
512531,STC INDIA   ,T ,Q,161.00,162.00,155.00,156.55,156.55,160.20,101,4700,744807.00,
512559,KOHINORFOODS,B ,Q,74.10,76.95,73.30,73.65,73.65,73.65,727,61373,4617597.00,
512573,AVANTI FEEDS,A ,Q,2248.90,2544.45,2236.05,2400.80,2400.80,2223.95,7189,74909,181390765.00,
512579,GUJ.NRE COKE,T ,Q,1.19,1.25,1.19,1.23,1.23,1.21,202,465040,566486.00,
512587,ZODIAC JRD  ,B ,Q,46.20,49.55,45.20,48.50,45.25,47.30,12,1554,74168.00,
512595,UNIMODE OVER,XT,Q,3.84,3.84,3.70,3.84,3.84,3.66,13,1933,7418.00,
512599,ADANI ENTER ,A ,Q,213.00,216.90,203.60,213.90,213.90,213.30,3786,759478,161594592.00,
512608,BHANDARI HOS,T ,Q,3.46,3.70,3.46,3.56,3.68,3.62,59,38557,139119.00,
512618,RLF LIMITED.,XT,Q,2.00,2.00,2.00,2.00,2.00,1.91,1,150,300.00,
512624,REGENTRP    ,XT,Q,5.80,5.80,5.40,5.80,5.80,5.53,18,2768,15916.00,
512626,ORBIT EXPORT,B ,Q,153.85,161.45,153.85,154.10,154.10,152.10,41,2937,460523.00,
512634,SAVERA IND  ,X ,Q,89.00,89.00,83.00,86.80,85.00,88.65,23,255,21565.00,
513005,VBC FERRO   ,XT,Q,51.70,51.70,47.00,51.55,51.55,49.40,10,1180,60032.00,
513010,TATA SPONGE ,A ,Q,1094.00,1094.80,1048.15,1067.90,1067.90,1076.10,1606,38167,41010802.00,
513023,NAV BHAR VEN,A ,Q,159.65,160.20,150.00,157.00,155.50,157.05,740,38493,5981860.00,
513043,REMI EDEL   ,X ,Q,35.10,37.95,33.55,37.35,37.35,36.25,17,5323,180695.00,
513059,G.S.AUTO INT,XT,Q,15.70,16.50,15.40,15.40,15.40,16.20,30,20466,316571.00,
513063,TRANSFREIGHT,XT,Q,22.25,22.25,22.25,22.25,22.25,22.25,8,1450,32262.00,
513097,SHIV.BIMETAL,X ,Q,99.00,109.50,97.50,105.00,105.00,99.60,561,100880,10599750.00,
513108,GANDHI SP.TU,B ,Q,423.40,428.90,423.00,428.90,428.90,424.40,14,723,306821.00,
513121,ORICON ENT  ,B ,Q,63.00,63.95,60.70,62.10,62.10,62.95,992,162518,10099619.00,
513142,BALASORE    ,X ,Q,81.00,81.90,78.00,79.75,79.75,81.05,917,253621,20309468.00,
513151,STI INDIA LT,T ,Q,18.40,18.40,18.40,18.40,18.40,19.20,1,200,3680.00,
513179,NAT STL AGRO,B ,Q,41.85,41.90,40.50,40.80,40.80,41.85,184,136565,5627787.00,
513216,UTTAM GALVA ,T ,Q,21.00,21.55,20.70,21.45,21.45,21.05,361,208272,4430311.00,
513228,PENNAR STEEL,B ,Q,61.20,62.45,59.90,60.95,61.45,61.15,414,73490,4492447.00,
513250,JYOTI STRUCT,B ,Q,10.65,11.00,10.45,10.57,10.55,10.84,165,108173,1147356.00,
513252,JAY USHIN   ,XT,Q,760.00,798.00,722.00,791.95,791.95,760.00,33,446,337333.00,
513262,ST.STR.WHEEL,B ,Q,1132.00,1132.00,1045.25,1050.20,1045.25,1066.40,292,1993,2129360.00,
513269,MAN IND.(I) ,B ,Q,123.50,129.80,114.50,125.75,125.75,122.50,1848,176353,21645777.00,
513295,RUCHI STR AL,X ,Q,1.93,1.93,1.93,1.93,1.93,2.03,1,300,579.00,
513303,MODERN STEEL,X ,Q,17.60,17.60,17.60,17.60,17.60,18.50,2,190,3344.00,
513307,SYNTHIKO FOI,XT,Q,34.30,36.10,34.30,34.30,34.30,36.10,10,684,23479.00,
513335,METALFORGE  ,T ,Q,30.90,32.00,30.30,31.85,31.75,31.50,79,6596,208401.00,
513349,AJMERA      ,B ,Q,316.75,327.60,311.00,323.10,327.50,311.40,623,26242,8393255.00,
513353,COCHIN MIN. ,X ,Q,157.00,161.00,151.00,152.80,152.80,158.05,48,3650,565789.00,
513361,ISW LTD     ,XT,Q,3.95,3.95,3.67,3.71,3.78,3.85,266,325575,1222449.00,
513369,RAJKUMAR FRG,XT,Q,61.00,61.00,60.95,60.95,60.95,59.15,4,400,24390.00,
513375,CARBORUNDUM ,A ,Q,395.00,395.00,368.00,376.95,373.75,372.30,575,25404,9550130.00,
513377,MINERAL&METL,A ,Q,61.20,62.50,59.65,59.95,59.95,61.15,1406,297088,18124313.00,
513397,VALLABH STEL,X ,Q,33.80,33.80,31.05,31.15,31.25,32.20,6,359,11187.00,
513401,ASHIANA ISP.,X ,Q,29.80,30.35,27.75,29.20,30.35,29.05,13,771,22238.00,
513414,SMPL        ,T ,Q,1.51,1.58,1.50,1.50,1.50,1.57,16,16874,25718.00,
513422,BLOOM INDUST,P ,Q,4.90,4.90,4.90,4.90,4.90,4.67,1,500,2450.00,
513434,TATA METALIK,B ,Q,885.75,901.90,848.95,884.90,883.50,881.90,1321,36908,32420401.00,
513436,SHAH ALLOYS ,B ,Q,20.60,22.10,20.30,20.90,21.00,21.10,45,6822,143828.00,
513446,MONNETISPA  ,B ,Q,28.40,28.40,26.20,27.00,27.30,27.65,833,211384,5687721.00,
513472,SIMPLEX CAST,XT,Q,163.00,163.00,163.00,163.00,163.00,165.10,3,78,12714.00,
513488,SH.STEEL WIR,XT,Q,18.45,18.45,18.45,18.45,18.45,17.60,2,60,1107.00,
513509,KALYANI FORG,T ,Q,363.70,364.70,345.15,349.10,350.00,350.00,19,770,275526.00,
513511,PANCH.STEEL ,XT,Q,57.90,59.55,55.70,55.75,55.70,57.35,18,3320,188106.00,
513513,ADITYA ISPAT,X ,Q,7.15,7.15,7.15,7.15,7.15,7.52,4,1100,7865.00,
513515,S.R.INDUS.  ,XT,Q,31.70,31.80,30.25,31.80,31.80,30.30,61,44928,1397843.00,
513517,STEELCAST   ,X ,Q,204.00,204.00,189.00,192.65,193.00,197.90,81,4650,899014.00,
513519,PITTI LAMIN.,B ,Q,86.55,86.55,84.90,85.65,84.90,86.25,87,7769,665292.00,
513528,GLITTEK GRAN,XT,Q,3.80,3.80,3.66,3.67,3.66,3.85,12,9600,35510.00,
513532,PRADEEP MET.,X ,Q,97.75,97.75,91.25,92.10,92.10,93.55,34,5897,545937.00,
